,Date,Open,High,Low,Close,Adj Close,Volume,rt,rts,sigma**2
0,2000/1/3,1469.25,1478.0,1438.359985,1455.219971,1455.219971,931800000.0,,,
1,2000/1/4,1455.219971,1455.219971,1397.430054,1399.420044,1399.420044,1009000000.0,-0.039099176,0.001528746,0.001528745563878976
2,2000/1/5,1399.420044,1413.27002,1377.680054,1402.109985,1402.109985,1085500000.0,0.001920338,3.6877e-06,0.00153243326191322
3,2000/1/6,1402.109985,1411.900024,1392.099976,1403.449951,1403.449951,1092300000.0,0.0009552219999999999,9.12449e-07,0.001533345710982504
4,2000/1/7,1403.449951,1441.469971,1400.72998,1441.469971,1441.469971,1225200000.0,0.02672995,0.00071449,0.002247835937985004
5,2000/1/10,1441.469971,1464.359985,1441.469971,1457.599976,1457.599976,1064800000.0,0.011127825,0.00012382799999999998,0.002371664427215629
6,2000/1/11,1457.599976,1458.660034,1434.420044,1438.560059,1438.560059,1014000000.0,-0.013148577,0.000172885,0.002544549504340558
7,2000/1/12,1438.560059,1442.599976,1427.079956,1432.25,1432.25,974600000.0,-0.00439602,1.9325e-05,0.002563874496180958
8,2000/1/13,1432.25,1454.199951,1432.25,1449.680054,1449.680054,1030400000.0,0.012096245,0.000146319,0.0027101936392809832
9,2000/1/14,1449.680054,1473.0,1449.680054,1465.150024,1465.150024,1085900000.0,0.010614763000000001,0.000112673,0.002822866832827152
10,2000/1/18,1465.150024,1465.150024,1451.300049,1455.140015,1455.140015,1056700000.0,-0.006855516,4.699810000000001e-05,0.002869864932453408
11,2000/1/19,1455.140015,1461.390015,1448.680054,1455.900024,1455.900024,1087800000.0,0.000522156,2.72647e-07,0.002870137579341744
12,2000/1/20,1455.900024,1465.709961,1438.540039,1445.569946,1445.569946,1100700000.0,-0.007120611999999999,5.0703100000000006e-05,0.0029208406945962877
13,2000/1/21,1445.569946,1453.180054,1439.599976,1441.359985,1441.359985,1209800000.0,-0.002916568,8.50637e-06,0.0029293470634949117
14,2000/1/24,1441.359985,1454.089966,1395.420044,1401.530029,1401.530029,1115800000.0,-0.028022584,0.000785265,0.003714612277531968
15,2000/1/25,1401.530029,1414.26001,1388.48999,1410.030029,1410.030029,1073700000.0,0.006046484,3.656e-05,0.003751172246294224
16,2000/1/26,1410.030029,1412.72998,1400.160034,1404.089966,1404.089966,1117300000.0,-0.004221619,1.78221e-05,0.0037689943132753847
17,2000/1/27,1404.089966,1418.859985,1370.98999,1398.560059,1398.560059,1129500000.0,-0.003946204,1.55725e-05,0.0037845668392850005
18,2000/1/28,1398.560059,1398.560059,1356.199951,1360.160034,1360.160034,1095800000.0,-0.027840813,0.0007751110000000001,0.004559677707785969
19,2000/1/31,1360.160034,1394.47998,1350.140015,1394.459961,1394.459961,993800000.0,0.024904851000000002,0.000620252,0.005179929311118171
20,2000/2/1,1394.459961,1412.48999,1384.790039,1409.280029,1409.280029,981000000.0,0.010571741,0.000111762,0.0052916910188892516
21,2000/2/2,1409.280029,1420.609985,1403.48999,1409.119995,1409.119995,1038600000.0,-0.000113564,1.2896700000000002e-08,0.005291703915671348
22,2000/2/3,1409.119995,1425.780029,1398.52002,1424.969971,1424.969971,1146500000.0,0.011185348000000001,0.000125112,0.005416815925552452
23,2000/2/4,1424.969971,1435.910034,1420.630005,1424.369995,1424.369995,1045100000.0,-0.000421133,1.7735299999999999e-07,0.005416993278556141
24,2000/2/7,1424.369995,1427.150024,1413.329956,1424.23999,1424.23999,918100000.0,-9.12761e-05,8.33133e-09,0.005417001609882572
25,2000/2/8,1424.23999,1441.829956,1424.23999,1441.719971,1441.719971,1047700000.0,0.012198493999999999,0.000148803,0.005565804865750608
26,2000/2/9,1441.719971,1444.550049,1411.650024,1411.709961,1411.709961,1050500000.0,-0.021035117000000002,0.00044247599999999997,0.006008281012954297
27,2000/2/10,1411.699951,1422.099976,1406.430054,1416.829956,1416.829956,1058800000.0,0.003620243,1.3106199999999998e-05,0.006021387172333346
28,2000/2/11,1416.829956,1416.829956,1378.890015,1387.119995,1387.119995,1025700000.0,-0.021192298999999998,0.000449114,0.006470500709238746
29,2000/2/14,1387.119995,1394.930054,1380.530029,1389.939941,1389.939941,927300000.0,0.0020308870000000003,4.1245e-06,0.006474625211245515
30,2000/2/15,1389.939941,1407.719971,1376.25,1402.050049,1402.050049,1092100000.0,0.008674948,7.52547e-05,0.00654987993404822
31,2000/2/16,1402.050049,1404.550049,1385.579956,1387.670044,1387.670044,1018800000.0,-0.010309373,0.000106283,0.006656163105701348
32,2000/2/17,1387.670044,1399.880005,1380.069946,1388.26001,1388.26001,1034800000.0,0.000425058,1.80675e-07,0.006656343780004712
33,2000/2/18,1388.26001,1388.589966,1345.319946,1346.089966,1346.089966,1042300000.0,-0.030847102999999997,0.0009515439999999999,0.007607887543497321
34,2000/2/22,1346.089966,1358.109985,1331.880005,1352.170044,1352.170044,980000000.0,0.004506673,2.03101e-05,0.00762819764502625
35,2000/2/23,1352.170044,1370.109985,1342.439941,1360.689941,1360.689941,993700000.0,0.006281139,3.94527e-05,0.007667650352163571
36,2000/2/24,1360.689941,1364.800049,1329.880005,1353.430054,1353.430054,1215000000.0,-0.00534973,2.86196e-05,0.007696269963236471
37,2000/2/25,1353.430054,1362.140015,1329.150024,1333.359985,1333.359985,1065200000.0,-0.01494009,0.000223206,0.00791947625244457
38,2000/2/28,1333.359985,1360.819946,1325.069946,1348.050049,1348.050049,1026500000.0,0.010957079,0.000120058,0.008039533832656811
39,2000/2/29,1348.050049,1369.630005,1348.050049,1366.420044,1366.420044,1204300000.0,0.013535073,0.000183198,0.00822273203377214
40,2000/3/1,1366.420044,1383.459961,1366.420044,1379.189941,1379.189941,1274100000.0,0.009302114,8.65293e-05,0.008309261358641136
41,2000/3/2,1379.189941,1386.560059,1370.349976,1381.76001,1381.76001,1198600000.0,0.001861729,3.46603e-06,0.008312727393510577
42,2000/3/3,1381.76001,1410.880005,1381.76001,1409.170044,1409.170044,1150300000.0,0.019642853999999998,0.00038584199999999996,0.008698569106775893
43,2000/3/6,1409.170044,1409.73999,1384.75,1391.280029,1391.280029,1029000000.0,-0.012776702,0.000163244,0.008861813220772697
44,2000/3/7,1391.280029,1399.209961,1349.98999,1355.619995,1355.619995,1314100000.0,-0.025965297000000002,0.000674197,0.009536009869070905
45,2000/3/8,1355.619995,1373.790039,1346.619995,1366.699951,1366.699951,1203000000.0,0.008140129,6.62617e-05,0.009602271569207546
46,2000/3/9,1366.699951,1401.819946,1357.880005,1401.689941,1401.689941,1123000000.0,0.02527957,0.000639057,0.010241328228592446
47,2000/3/10,1401.689941,1413.459961,1392.069946,1395.069946,1395.069946,1138800000.0,-0.004734055,2.24113e-05,0.01026373950533547
48,2000/3/13,1395.069946,1398.390015,1364.839966,1383.619995,1383.619995,1016100000.0,-0.008241305,6.79191e-05,0.010331658613438495
49,2000/3/14,1383.619995,1395.150024,1359.150024,1359.150024,1359.150024,1094000000.0,-0.017843727,0.000318399,0.010650057206689025
50,2000/3/15,1359.150024,1397.98999,1356.98999,1392.140015,1392.140015,1302800000.0,0.02398262,0.000575166,0.011225223268753425
51,2000/3/16,1392.150024,1458.469971,1392.150024,1458.469971,1458.469971,1482300000.0,0.046545779,0.00216651,0.013391732811470266
52,2000/3/17,1458.469971,1477.329956,1453.319946,1464.469971,1464.469971,1295100000.0,0.0041054609999999995,1.68548e-05,0.013408587621492787
53,2000/3/20,1464.469971,1470.300049,1448.48999,1456.630005,1456.630005,920800000.0,-0.005367831,2.88136e-05,0.013437401231137349
54,2000/3/21,1456.630005,1493.920044,1446.060059,1493.869995,1493.869995,1065900000.0,0.025244513,0.000637285,0.014074686667744517
55,2000/3/22,1493.869995,1505.079956,1487.329956,1500.640015,1500.640015,1075000000.0,0.004521629,2.04451e-05,0.014095131796558158
56,2000/3/23,1500.640015,1532.5,1492.390015,1527.349976,1527.349976,1078300000.0,0.017642498,0.00031125799999999997,0.014406389532238162
57,2000/3/24,1527.349976,1552.869995,1516.829956,1527.459961,1527.459961,1052200000.0,7.200779999999999e-05,5.18512e-09,0.014406394717361423
58,2000/3/27,1527.459961,1534.630005,1518.459961,1523.859985,1523.859985,901000000.0,-0.00235962,5.567809999999999e-06,0.014411962523905824
59,2000/3/28,1523.859985,1527.359985,1507.089966,1507.72998,1507.72998,959100000.0,-0.010641383999999999,0.00011323899999999999,0.01452520157734128
60,2000/3/29,1507.72998,1521.449951,1497.449951,1508.52002,1508.52002,1061900000.0,0.000523856,2.7442499999999997e-07,0.014525476002450017
61,2000/3/30,1508.52002,1517.380005,1474.630005,1487.920044,1487.920044,1193400000.0,-0.01374985,0.000189058,0.014714534377472516
62,2000/3/31,1487.920044,1519.810059,1484.380005,1498.579956,1498.579956,1227400000.0,0.007138763,5.09619e-05,0.014765496314642685
63,2000/4/3,1498.579956,1507.189941,1486.959961,1505.969971,1505.969971,1021700000.0,0.004919226,2.41988e-05,0.01478969509908176
64,2000/4/4,1505.97998,1526.449951,1416.410034,1494.72998,1494.72998,1515460000.0,-0.007491614000000001,5.61243e-05,0.014845819379406756
65,2000/4/5,1494.72998,1506.550049,1478.050049,1487.369995,1487.369995,1110300000.0,-0.004936119,2.4365300000000002e-05,0.014870184650188916
66,2000/4/6,1487.369995,1511.76001,1487.369995,1501.339966,1501.339966,1008000000.0,0.009348564,8.73956e-05,0.014957580299051013
67,2000/4/7,1501.339966,1518.680054,1501.339966,1516.349976,1516.349976,891600000.0,0.009948095,9.89646e-05,0.015056544893180038
68,2000/4/10,1516.349976,1527.189941,1503.349976,1504.459961,1504.459961,853700000.0,-0.007872111999999999,6.19701e-05,0.015118515040520582
69,2000/4/11,1504.459961,1512.800049,1486.780029,1500.589966,1500.589966,971400000.0,-0.0025756620000000003,6.63404e-06,0.015125149075258826
70,2000/4/12,1500.589966,1509.079956,1466.150024,1467.170044,1467.170044,1175900000.0,-0.022522936,0.0005072830000000001,0.015632431721318923
71,2000/4/13,1467.170044,1477.52002,1439.339966,1440.51001,1440.51001,1032000000.0,-0.018338181000000002,0.00033628900000000003,0.015968720603707683
72,2000/4/14,1440.51001,1440.51001,1339.400024,1356.560059,1356.560059,1279700000.0,-0.060045097,0.0036054140000000004,0.019574134277447093
73,2000/4/17,1356.560059,1401.530029,1346.5,1401.439941,1401.439941,1204700000.0,0.03254811,0.001059379,0.020633513742019192
74,2000/4/18,1401.439941,1441.609985,1397.810059,1441.609985,1441.609985,1109400000.0,0.028260297,0.0007986439999999999,0.0214321581285474
75,2000/4/19,1441.609985,1447.689941,1424.26001,1427.469971,1427.469971,1001400000.0,-0.009856908000000001,9.715860000000001e-05,0.021529316763867865
76,2000/4/20,1427.469971,1435.48999,1422.079956,1434.540039,1434.540039,896200000.0,0.004940641,2.4409899999999998e-05,0.021553726697358746
77,2000/4/24,1434.540039,1434.540039,1407.130005,1429.859985,1429.859985,868700000.0,-0.003267741,1.0678099999999999e-05,0.02156440482860183
78,2000/4/25,1429.859985,1477.670044,1429.859985,1477.439941,1477.439941,1071100000.0,0.032734294,0.0010715339999999999,0.022635938832280263
79,2000/4/26,1477.439941,1482.939941,1456.97998,1460.98999,1460.98999,999600000.0,-0.011196538999999998,0.000125362,0.022761301317858786
80,2000/4/27,1460.98999,1469.209961,1434.810059,1464.920044,1464.920044,1111000000.0,0.002686382,7.21665e-06,0.02276851796610871
81,2000/4/28,1464.920044,1473.619995,1448.150024,1452.430054,1452.430054,984600000.0,-0.008562611,7.33183e-05,0.02284183627324603
82,2000/5/1,1452.430054,1481.51001,1452.430054,1468.25,1468.25,966300000.0,0.010833162,0.00011735700000000001,0.022959193672164275
83,2000/5/2,1468.25,1468.25,1445.219971,1446.290039,1446.290039,1011500000.0,-0.015069532,0.00022709099999999998,0.0231862844668633
84,2000/5/3,1446.290039,1446.290039,1398.359985,1415.099976,1415.099976,991600000.0,-0.021801501,0.000475305,0.023661589912716302
85,2000/5/4,1415.099976,1420.98999,1404.939941,1409.569946,1409.569946,925800000.0,-0.003915528,1.53314e-05,0.023676921272235085
86,2000/5/5,1409.569946,1436.030029,1405.079956,1432.630005,1432.630005,805500000.0,0.016227263999999998,0.000263324,0.02394024536916078
87,2000/5/8,1432.630005,1432.630005,1417.050049,1424.170044,1424.170044,787600000.0,-0.005922701,3.50784e-05,0.02397532375629618
88,2000/5/9,1424.170044,1430.280029,1401.849976,1412.140015,1412.140015,896600000.0,-0.008482924000000001,7.196e-05,0.024047283755885957
89,2000/5/10,1412.140015,1412.140015,1375.140015,1383.050049,1383.050049,1006400000.0,-0.020815054,0.00043326599999999997,0.024480550228908875
90,2000/5/11,1383.050049,1410.26001,1383.050049,1407.810059,1407.810059,953600000.0,0.017744107,0.000314853,0.024795403562136324
